1.2 0.5 0.85 0.75 1.2 1.2 0.75 0.8 0.95 0.7 0.95 1 0.9 0.95 0.95 0.95 0.9 1.05 1 0.75 1.05 1.4 1 0.95 1.05 1.2 1.2 0.9 1.45 1.2 0.95 0.8 1.05 1.25 1.25 1.05 1.2 0.95 0.95 1.5 1.2 0.8 1.2 1.15 0.75 0.5 0.65 0.8 0.7 0.95 1 1.05 0.8 1 1.25 0.9 0.75 1.3 0.9 1.1 1.2 0.9 1 1.15 0.75 0.8 0.8 1.15 1.05 1.5 1 0.95 1.05 1.1 0.65 0.65 1 0.8 0.65 0.9 0.8 1.4 1.15 1.2 1.05 0.7 1.45 1.15 0.8 0.95 1.7 0.7 1.05 1.05 0.95 0.85 1.05 1.25 1.05 1.25 
1.185 0.4875 0.765 0.7975 1.19 1.175 0.745 0.8125 0.8825 0.6725 0.9175 1.005 0.845 0.9675 0.9925 0.91 0.8875 1.1325 1.0225 0.715 1.06 1.35 0.9775 1.0275 1.03 1.1525 1.205 0.9 1.27 1.0875 0.895 0.775 1.085 1.38 1.26 1.045 1.2325 0.95 0.925 1.57 1.145 0.8125 1.1325 1.085 0.7875 0.49 0.6525 0.7775 0.7275 1.005 1.0375 1.0025 0.7975 0.98 1.235 0.8675 0.73 1.3525 0.9725 1.095 1.3025 0.9 1.015 1.25 0.74 0.8275 0.7 1.13 1.0275 1.5 0.9975 0.94 1.09 1.1975 0.6775 0.6425 0.935 0.825 0.7 0.865 0.8175 1.405 1.11 1.25 0.9775 0.6675 1.565 1.1575 0.8475 0.935 1.7325 0.72 1.075 1.1075 0.9925 0.8225 1.0875 1.23 1.0575 1.23 
1.18375 0.47575 0.765625 0.79225 1.19013 1.1965 0.726625 0.8045 0.886125 0.677625 0.928125 1.01425 0.846375 0.96475 0.98375 0.914 0.901 1.12112 1.02412 0.7165 1.07763 1.37575 0.978875 1.0315 1.03062 1.14688 1.1995 0.9135 1.26412 1.08175 0.911 0.7655 1.07963 1.378 1.26937 1.04662 1.2275 0.9295 0.926375 1.56688 1.14237 0.817125 1.13862 1.08737 0.792625 0.49775 0.654375 0.773625 0.733 0.988875 1.04075 0.99675 0.793 0.942 1.24887 0.88375 0.705875 1.32238 0.957375 1.0815 1.30187 0.903875 1.03812 1.27638 0.7395 0.818 0.7105 1.12425 1.01812 1.50162 0.983375 0.92325 1.10375 1.18338 0.670875 0.636875 0.918125 0.826625 0.6775 0.871 0.831375 1.38613 1.138 1.24287 0.9785 0.685625 1.56787 1.15987 0.8455 0.933125 1.72175 0.709125 1.08175 1.10925 1.00438 0.827875 1.07912 1.1975 1.07975 1.24725 
1.18012 0.478194 0.766963 0.794994 1.19273 1.19862 0.727875 0.804475 0.887469 0.673775 0.924669 1.0129 0.844781 0.959344 0.9795 0.906988 0.900513 1.12086 1.01889 0.718381 1.0778 1.37132 0.981731 1.02841 1.03079 1.14725 1.19416 0.912919 1.26674 1.08512 0.932981 0.762294 1.07714 1.37929 1.26691 1.04841 1.22829 0.928125 0.927687 1.57502 1.13913 0.814125 1.13851 1.08856 0.792762 0.480175 0.654419 0.777025 0.735256 0.986456 1.0397 0.9971 0.794031 0.988569 1.25026 0.881706 0.705144 1.34604 0.955581 1.08094 1.30002 0.897231 1.03352 1.27598 0.740006 0.815487 0.710831 1.12281 1.03298 1.50463 0.982888 0.920931 1.09992 1.18014 0.670437 0.6381 0.918031 0.828569 0.699794 0.8702 0.826112 1.38431 1.13535 1.23707 0.9754 0.683031 1.56929 1.1625 0.849206 0.930087 1.71386 0.711356 1.08271 1.10373 1.00127 0.82885 1.07566 1.19509 1.07632 1.24656 
1.17942 0.477839 0.767332 0.795181 1.1916 1.19849 0.727127 0.804059 0.889041 0.675057 0.923918 1.01089 0.843708 0.959832 0.982641 0.906503 0.900897 1.12017 1.02008 0.717008 1.0756 1.37423 0.98288 1.02767 1.02946 1.14695 1.19899 0.912433 1.2664 1.08532 0.908353 0.766784 1.07649 1.37314 1.26735 1.04991 1.22458 0.926694 0.927717 1.57567 1.13957 0.81554 1.13855 1.08717 0.795909 0.479905 0.656034 0.778256 0.73514 0.980102 1.05418 0.997451 0.795625 0.989582 1.25003 0.880869 0.705814 1.34874 0.955509 1.08004 1.30021 0.896502 1.03584 1.27656 0.738905 0.81862 0.7104 1.12343 1.03292 1.50602 0.982321 0.921134 1.10111 1.18392 0.672198 0.637776 0.916276 0.829072 0.700015 0.868182 0.826074 1.38268 1.13704 1.24011 0.974321 0.680457 1.56867 1.16153 0.848018 0.932545 1.71172 0.713138 1.08172 1.10633 1.00183 0.82965 1.07557 1.19657 1.07646 1.24687 
1.17955 0.477795 0.767731 0.795004 1.19168 1.1975 0.727582 0.804464 0.884644 0.675366 0.924591 1.01077 0.877601 0.959743 0.98258 0.905985 0.902553 1.12085 1.02064 0.71722 1.0758 1.37312 0.98102 1.0282 1.02979 1.14749 1.19877 0.912468 1.26681 1.08533 0.908423 0.765016 1.07627 1.37876 1.25619 1.04999 1.22461 0.927403 0.928024 1.57582 1.13978 0.816663 1.136 1.08761 0.795377 0.479513 0.656558 0.776166 0.734827 0.98735 1.03894 0.99712 0.782325 0.990189 1.25194 0.880214 0.706307 1.34749 0.955546 1.0801 1.3003 0.896987 1.03649 1.27614 0.740124 0.818585 0.710854 1.12324 1.03245 1.50616 0.982698 0.921554 1.10168 1.18354 0.671023 0.638377 0.916457 0.829459 0.70026 0.868239 0.827139 1.38306 1.1355 1.24024 0.974849 0.679567 1.56915 1.16198 0.848699 0.932115 1.71182 0.710827 1.08079 1.08952 1.00149 0.829862 1.07598 1.19609 1.07706 1.24812 
1.17816 0.479368 0.767538 0.794974 1.19108 1.20129 0.726489 0.803499 0.889109 0.675634 0.925274 1.01284 0.843173 0.959316 0.982097 0.905521 0.901661 1.1199 1.02078 0.716913 1.07676 1.37298 0.984777 1.02817 1.02987 1.14679 1.19967 0.912735 1.26651 1.08555 0.910408 0.764646 1.07475 1.37828 1.26649 1.05042 1.2255 0.92749 0.926518 1.57619 1.1408 0.814823 1.13523 1.08785 0.797387 0.479923 0.65807 0.775403 0.734808 0.987841 1.03764 0.995694 0.796237 0.989757 1.24877 0.881269 0.705294 1.34652 0.955685 1.08031 1.30044 0.897263 1.03431 1.27576 0.738282 0.819986 0.710811 1.12266 1.03437 1.50534 0.982147 0.921705 1.10131 1.18293 0.670201 0.637257 0.916549 0.828708 0.702014 0.867077 0.826091 1.38313 1.13585 1.23974 0.975091 0.679059 1.56885 1.16155 0.847007 0.931648 1.70996 0.710961 1.08001 1.10557 1.00084 0.829956 1.07612 1.19662 1.07713 1.2489 
1.1799 0.477985 0.768021 0.794957 1.19175 1.19754 0.727017 0.804172 0.88942 0.675264 0.923971 1.01102 0.844233 0.959479 0.982712 0.905331 0.901386 1.12051 1.02052 0.717317 1.07578 1.37408 0.981382 1.02808 1.02965 1.14762 1.19802 0.913042 1.26703 1.08571 0.908442 0.764773 1.07588 1.37868 1.26758 1.05004 1.22437 0.927323 0.927823 1.57612 1.13975 0.815713 1.13575 1.0878 0.795767 0.479745 0.656673 0.776051 0.734783 0.987513 1.00459 0.996225 0.791076 0.989885 1.25009 0.880976 0.706378 1.34673 0.955422 1.07998 1.30021 0.895918 1.03462 1.27551 0.739465 0.818502 0.710705 1.12366 1.03231 1.50597 0.982977 0.921254 1.10097 1.18262 0.671273 0.638472 0.916295 0.828934 0.700233 0.867892 0.826907 1.38288 1.13619 1.24037 0.974922 0.679835 1.56909 1.16131 0.848534 0.93235 1.71087 0.711305 1.08095 1.10656 1.00156 0.830105 1.07566 1.19716 1.07651 1.24701 
1.17957 0.477635 0.767488 0.794953 1.19118 1.19776 0.724983 0.804293 0.888986 0.675348 0.924164 1.01103 0.843989 0.959702 0.982855 0.903546 0.899627 1.11857 1.02049 0.717223 1.07582 1.37374 0.981351 1.02811 1.02992 1.14769 1.19844 0.912786 1.26654 1.08541 0.908601 0.764462 1.07595 1.37874 1.26734 1.05022 1.22432 0.92734 0.927357 1.57578 1.1399 0.81383 1.13599 1.08762 0.795587 0.479884 0.65635 0.776064 0.734685 0.987704 1.03868 0.994351 0.794339 0.990103 1.2466 0.881067 0.70585 1.34482 0.955514 1.08042 1.30031 0.894576 1.03135 1.27386 0.737451 0.818401 0.710794 1.12292 1.03258 1.50565 0.982475 0.92146 1.09942 1.18101 0.671347 0.638301 0.916388 0.829151 0.70026 0.867938 0.826756 1.38299 1.13407 1.24052 0.975074 0.679865 1.56894 1.17597 0.848698 0.932003 1.7092 0.711132 1.08093 1.10678 1.00128 0.829746 1.07602 1.19666 1.08858 1.24546 
1.17949 0.478181 0.767822 0.795511 1.18291 1.19734 0.72707 0.803873 0.88961 0.675647 0.923742 1.01111 0.843954 0.959224 0.982555 0.904802 0.901593 1.10301 1.01998 0.716582 1.07554 1.37333 0.980912 1.02848 1.02936 1.14734 1.20769 0.912402 1.308 1.10616 0.908344 0.764284 1.07594 1.37783 1.26708 1.01488 1.22393 0.926834 0.927439 1.57566 1.13959 0.815379 1.13548 1.08726 0.796165 0.479664 0.662142 0.753736 0.734195 0.970327 1.03832 0.995881 0.795791 0.989221 1.24692 0.881211 0.705425 1.34717 0.955633 1.07989 1.30052 0.895896 1.03694 1.27589 0.738922 0.818514 0.71126 1.1227 1.03358 1.50588 0.982372 0.934409 1.10055 1.18377 0.640499 0.638834 0.917448 0.829283 0.700572 0.862777 0.826497 1.38371 1.13569 1.25094 0.974694 0.679801 1.55141 1.16037 0.848527 0.932485 1.71078 0.710977 1.08067 1.10648 1.00097 0.830256 1.07646 1.19745 1.07683 1.26106 
