0 383
0 886
0 777
0 915
0 793
0 335
0 386
0 492
0 649
0 421
0 362
0 27
0 690
0 59
0 763
0 926
0 540
0 426
0 172
0 736
0 211
0 368
0 567
0 429
0 782
0 530
0 862
0 123
0 67
0 135
0 929
0 802
0 22
0 58
0 69
0 167
0 393
0 456
0 11
0 42
0 229
0 373
0 421
0 919
0 784
0 537
0 198
0 324
0 315
0 370
0 413
0 526
0 91
0 980
0 956
0 873
0 862
0 170
0 996
0 281
0 305
0 925
0 84
0 327
0 336
0 505
0 846
0 729
0 313
0 857
0 124
0 895
0 582
0 545
0 814
0 367
0 434
0 364
0 43
0 750
0 87
0 808
0 276
0 178
0 788
0 584
0 403
0 651
0 754
0 399
0 932
0 60
0 676
0 368
0 739
0 12
0 226
0 586
0 94
0 539
0 795
0 570
0 434
0 378
0 467
0 601
0 97
0 902
0 317
0 492
0 652
0 756
0 301
0 280
0 286
0 441
0 865
0 689
0 444
0 619
0 440
0 729
0 31
0 117
0 97
0 771
0 481
0 675
0 709
0 927
0 567
0 856
0 497
0 353
0 586
0 965
0 306
0 683
0 219
0 624
0 528
0 871
0 732
0 829
0 503
0 19
0 270
0 368
0 708
0 715
0 340
0 149
0 796
0 723
0 618
0 245
0 846
0 451
0 921
0 555
0 379
0 488
0 764
0 228
0 841
0 350
0 193
0 500
0 34
0 764
0 124
0 914
0 987
0 856
0 743
0 491
0 227
0 365
0 859
0 936
0 432
0 551
0 437
0 228
0 275
0 407
0 474
0 121
0 858
0 395
0 29
0 237
0 235
0 793
0 818
0 428
0 143
0 11
0 928
0 529
1 776
1 404
1 443
1 763
1 613
1 538
1 606
1 840
1 904
1 818
1 128
1 688
1 369
1 917
1 917
1 996
1 324
1 743
1 470
1 183
1 490
1 499
1 772
1 725
1 644
1 590
1 505
1 139
1 954
1 786
1 669
1 82
1 542
1 464
1 197
1 507
1 355
1 804
1 348
1 611
1 622
1 828
1 299
1 343
1 746
1 568
1 340
1 422
1 311
1 810
1 605
1 801
1 661
1 730
1 878
1 305
1 320
1 736
1 444
1 626
1 522
1 465
1 708
1 416
1 282
1 258
1 924
1 637
1 62
1 624
1 600
1 36
1 452
1 899
1 379
1 550
1 468
1 71
1 973
1 131
1 881
1 930
1 933
1 894
1 660
1 163
1 199
1 981
1 899
1 996
1 959
1 773
1 813
1 668
1 190
1 95
1 926
1 466
1 84
1 340
1 90
1 684
1 376
1 542
1 936
1 107
1 445
1 756
1 179
1 418
1 887
1 412
1 348
1 172
1 659
1 9
1 336
1 210
1 342
1 587
