0 83
0 86
0 77
0 15
0 93
0 35
0 86
0 92
0 49
0 21
0 62
0 27
0 90
0 59
0 63
0 26
0 40
0 26
0 72
0 36
1 11
1 68
1 67
1 29
1 82
1 30
1 62
1 23
1 67
1 35
1 29
1 2
1 22
1 58
1 69
1 67
1 93
1 56
1 11
1 42
2 29
2 73
2 21
2 19
2 84
2 37
2 98
2 24
2 15
2 70
2 13
2 26
2 91
2 80
2 56
2 73
2 62
2 70
2 96
2 81
3 5
3 25
3 84
3 27
3 36
3 5
3 46
3 29
3 13
3 57
3 24
3 95
3 82
3 45
3 14
3 67
3 34
3 64
3 43
3 50
4 87
4 8
4 76
4 78
4 88
4 84
4 3
4 51
4 54
4 99
4 32
4 60
4 76
4 68
4 39
4 12
4 26
4 86
4 94
4 39
5 95
5 70
5 34
5 78
5 67
5 1
5 97
5 2
5 17
5 92
5 52
5 56
5 1
5 80
5 86
5 41
5 65
5 89
5 44
5 19
6 40
6 29
6 31
6 17
6 97
6 71
6 81
6 75
6 9
6 27
6 67
6 56
6 97
6 53
6 86
6 65
6 83
6 19
6 24
6 28
7 71
7 32
7 29
7 3
7 19
7 70
7 68
7 8
7 15
7 40
7 49
7 96
7 23
7 18
7 45
7 46
7 51
7 21
7 55
7 79
8 88
8 64
8 28
8 41
8 50
8 93
8 0
8 34
8 64
8 24
8 14
8 87
8 56
8 43
8 91
8 27
8 65
8 59
8 36
8 32
9 51
9 37
9 28
9 75
9 7
9 74
9 21
9 58
9 95
9 29
9 37
9 35
9 93
9 18
9 28
9 43
9 11
9 28
9 29
9 76
10 4
10 43
10 63
10 13
10 38
10 6
10 40
10 4
10 18
10 28
10 88
10 69
10 17
10 17
10 96
10 24
10 43
10 70
10 83
10 90
11 99
11 72
11 25
11 44
11 90
11 5
11 39
11 54
11 86
11 69
11 82
11 42
11 64
11 97
11 7
11 55
11 4
11 48
11 22
11 28
12 99
12 43
12 46
12 68
12 40
12 22
12 11
12 10
12 5
12 1
12 61
12 30
12 78
12 5
12 20
12 36
12 44
12 26
12 22
12 65
13 8
13 16
13 82
13 58
13 24
13 37
13 62
13 24
13 0
13 36
13 52
13 99
13 79
13 50
13 68
13 71
13 73
13 31
13 81
13 30
14 33
14 94
14 60
14 63
14 99
14 81
14 99
14 96
14 59
14 73
14 13
14 68
14 90
14 95
14 26
14 66
14 84
14 40
14 90
14 84
15 76
15 42
15 36
15 7
15 45
15 56
15 79
15 18
15 87
15 12
15 48
15 72
15 59
15 9
15 36
15 10
15 42
15 87
15 6
15 1
16 13
16 72
16 21
16 55
16 19
16 99
16 21
16 4
16 39
16 11
16 40
16 67
16 5
16 28
16 27
16 50
16 84
16 58
16 20
16 24
17 22
17 69
17 96
17 81
17 30
17 84
17 92
17 72
17 72
17 50
17 25
17 85
17 22
17 99
17 40
17 42
17 98
17 13
17 98
17 90
18 24
18 90
18 9
18 81
18 19
18 36
18 32
18 55
18 94
18 4
18 79
18 69
18 73
18 76
18 50
18 55
18 60
18 42
18 79
18 84
19 93
19 5
19 21
19 67
19 4
19 13
19 61
19 54
19 26
19 59
19 44
19 2
19 2
19 6
19 84
19 21
19 42
19 68
19 28
19 89
20 72
20 8
20 58
20 98
20 36
20 8
20 53
20 48
20 3
20 33
20 33
20 48
20 90
20 54
20 67
20 46
20 68
20 29
20 0
20 46
21 88
21 97
21 49
21 90
21 3
21 33
21 63
21 97
21 53
21 92
21 86
21 25
21 52
21 96
21 75
21 88
21 57
21 29
21 36
21 60
22 14
22 21
22 60
22 4
22 28
22 27
22 50
22 48
22 56
22 2
22 94
22 97
22 99
22 43
22 39
22 2
22 28
22 3
22 0
22 81
23 47
23 38
23 59
23 51
23 35
23 34
23 39
23 92
23 15
23 27
23 4
23 29
23 49
23 64
23 85
23 29
23 43
23 35
23 77
23 0
24 38
24 71
24 49
24 89
24 67
24 88
24 92
24 95
24 43
24 44
24 29
24 90
24 82
24 40
24 41
24 69
24 26
24 32
24 61
24 42
25 60
25 17
25 23
25 61
25 81
25 9
25 90
25 96
25 67
25 77
25 34
25 90
